         4931400 function calls (4927001 primitive calls) in 23.957 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tarfile.py:324(ExtractError)
        1    0.000    0.000    0.000    0.000 numeric.py:49(ComplexWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:38(GLUtesselator)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 threading.py:961(_set_daemon)
        1    0.000    0.000    0.000    0.000 images.py:493(CompressedImageConverter)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConverterError)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 converters.py:88(ReturnValues)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1865(find_nothing)
        1    0.000    0.000    0.000    0.000 plugins.py:42(PlatformPlugin)
        1    0.000    0.000    0.000    0.000 errors.py:47(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MalformedHeaderDefect)
        1    0.000    0.000    0.000    0.000 baseplatform.py:348(CurrentContextIsValid)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 errors.py:25(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:183(VersionConflict)
        1    0.000    0.000    0.000    0.000 tarfile.py:336(HeaderError)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 errors.py:13(MessageParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:1500(RootLogger)
        1    0.000    0.000    0.000    0.000 core.py:757(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:297(_DebugResult)
        1    0.000    0.000    0.000    0.000 __init__.py:1831(NullHandler)
        1    0.000    0.000    0.000    0.000 tarfile.py:330(CompressionError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:29(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:21(BoundaryError)
        1    0.000    0.000    0.000    0.000 converters.py:71(CConverter)
        1    0.000    0.000    0.000    0.000 _iotools.py:445(ConverterLockError)
        1    0.000    0.000    0.000    0.000 tarfile.py:333(StreamError)
        1    0.000    0.000    0.000    0.000 errors.py:56(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
        1    0.000    0.000    0.000    0.000 error.py:155(GLUError)
        1    0.000    0.000    0.000    0.000 _inspect.py:162(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:32(GLUquadric)


